ObjectID,IncidentNum,BlockAddress,CMID,CMAgency,Date,Type,Status,Score,Side,full_address,latitude,longitude
1131014,241103-0317,1200 BLOCK PALAMEA LN,Honolulu_PD_HI_7493562,"Honolulu PD, HI",11/03/2024 05:55:59 AM,WEAPONS,M,100,L,"1200 BLOCK PALAMEA LN Honolulu, HI",NA,NA
1132703,241104-0821,900 BLOCK BISHOP ST,Honolulu_PD_HI_7497009,"Honolulu PD, HI",11/04/2024 11:23:16 AM,FRAUD,M,100,R,"900 BLOCK BISHOP ST Honolulu, HI",NA,NA
1132747,241104-0814,700 BLOCK ALA MOANA BLVD,Honolulu_PD_HI_7496999,"Honolulu PD, HI",11/04/2024 11:18:07 AM,VANDALISM,M,87,R,"700 BLOCK ALA MOANA BLVD Honolulu, HI",NA,NA
1132748,241104-0817,200 BLOCK HAKUONE ST,Honolulu_PD_HI_7497006,"Honolulu PD, HI",11/04/2024 11:21:37 AM,VEHICLE BREAK-IN/THEFT,M,100,L,"200 BLOCK HAKUONE ST Honolulu, HI",NA,NA
1132749,241104-0832,200 BLOCK MAKEE RD,Honolulu_PD_HI_7497029,"Honolulu PD, HI",11/04/2024 11:28:01 AM,THEFT/LARCENY,M,100,L,"200 BLOCK MAKEE RD Honolulu, HI",NA,NA
1133150,241106-0576,2400 BLOCK KANEALII AVE,Honolulu_PD_HI_7503110,"Honolulu PD, HI",11/06/2024 09:25:34 AM,THEFT/LARCENY,M,100,L,"2400 BLOCK KANEALII AVE Honolulu, HI",NA,NA
1133428,241106-0607,911700 BLOCK FORT WEAVER RD,Honolulu_PD_HI_7503165,"Honolulu PD, HI",11/06/2024 09:46:39 AM,FRAUD,M,100,L,"911700 BLOCK FORT WEAVER RD Honolulu, HI",NA,NA
1133466,241106-0603,800 BLOCK S BERETANIA ST,Honolulu_PD_HI_7503159,"Honolulu PD, HI",11/06/2024 09:44:15 AM,FRAUD,M,100,R,"800 BLOCK S BERETANIA ST Honolulu, HI",NA,NA
1133539,241106-0572,1400 BLOCK FRANK ST,Honolulu_PD_HI_7503077,"Honolulu PD, HI",11/06/2024 09:16:09 AM,THEFT/LARCENY,M,100,R,"1400 BLOCK FRANK ST Honolulu, HI",NA,NA
1133736,241107-0889,300 BLOCK RODGERS BLVD,Honolulu_PD_HI_7506945,"Honolulu PD, HI",11/07/2024 12:09:57 PM,THEFT/LARCENY,M,100,L,"300 BLOCK RODGERS BLVD Honolulu, HI",21.3326968,-157.9198491
1134040,241107-0854,800 BLOCK S BERETANIA ST,Honolulu_PD_HI_7506883,"Honolulu PD, HI",11/07/2024 11:52:21 AM,FRAUD,M,100,R,"800 BLOCK S BERETANIA ST Honolulu, HI",NA,NA
1134119,241107-0542,300 BLOCK KEAHOLE ST,Honolulu_PD_HI_7506337,"Honolulu PD, HI",11/07/2024 09:05:52 AM,THEFT/LARCENY,M,100,R,"300 BLOCK KEAHOLE ST Honolulu, HI",21.285976,-157.7074145
1134758,241103-0132,1000 BLOCK TENNESSEE ST,Honolulu_PD_HI_7493286,"Honolulu PD, HI",11/03/2024 01:51:03 AM,VANDALISM,M,100,R,"1000 BLOCK TENNESSEE ST Honolulu, HI",NA,NA
1134759,241103-0232,2200 BLOCK N KING ST,Honolulu_PD_HI_7493429,"Honolulu PD, HI",11/03/2024 03:50:23 AM,VANDALISM,M,100,R,"2200 BLOCK N KING ST Honolulu, HI",NA,NA
1134760,241103-0504,1100 BLOCK WAIMANO HOME RD,Honolulu_PD_HI_7493829,"Honolulu PD, HI",11/03/2024 08:53:55 AM,THEFT/LARCENY,M,100,L,"1100 BLOCK WAIMANO HOME RD Honolulu, HI",NA,NA
1134761,241103-0778,700 BLOCK ALA MOANA BLVD,Honolulu_PD_HI_7494247,"Honolulu PD, HI",11/03/2024 01:05:12 PM,THEFT/LARCENY,M,87,R,"700 BLOCK ALA MOANA BLVD Honolulu, HI",NA,NA
1134762,241103-1264,500 BLOCK KAIMAKE LOOP,Honolulu_PD_HI_7495051,"Honolulu PD, HI",11/03/2024 06:43:17 PM,VANDALISM,M,100,R,"500 BLOCK KAIMAKE LOOP Honolulu, HI",21.409191,-157.7507673
1134763,241103-1298,5000 BLOCK BOOMER ST,Honolulu_PD_HI_7495094,"Honolulu PD, HI",11/03/2024 07:05:33 PM,THEFT/LARCENY,M,100,R,"5000 BLOCK BOOMER ST Honolulu, HI",NA,NA
1134781,241103-0981,2000 BLOCK KALAKAUA AVE,Honolulu_PD_HI_7494571,"Honolulu PD, HI",11/03/2024 03:40:02 PM,THEFT/LARCENY,M,100,L,"2000 BLOCK KALAKAUA AVE Honolulu, HI",NA,NA
1134782,241103-1082,921100 BLOCK ALIINUI DR,Honolulu_PD_HI_7494739,"Honolulu PD, HI",11/03/2024 04:49:47 PM,VANDALISM,M,100,R,"921100 BLOCK ALIINUI DR Honolulu, HI",NA,NA
1134804,241103-0212,1300 BLOCK PUNAHOU ST,Honolulu_PD_HI_7493403,"Honolulu PD, HI",11/03/2024 03:27:05 AM,ASSAULT,M,96,R,"1300 BLOCK PUNAHOU ST Honolulu, HI",NA,NA
1134805,241103-0710,1100 BLOCK AUAHI ST,Honolulu_PD_HI_7494141,"Honolulu PD, HI",11/03/2024 11:47:19 AM,MOTOR VEHICLE THEFT,M,100,L,"1100 BLOCK AUAHI ST Honolulu, HI",NA,NA
1134806,241103-0944,LAKONA ST / WEHELANI ST,Honolulu_PD_HI_7494516,"Honolulu PD, HI",11/03/2024 03:08:30 PM,VEHICLE BREAK-IN/THEFT,U,0,NA,"LAKONA ST / WEHELANI ST Honolulu, HI",NA,NA
1134807,241103-1007,100 BLOCK PAOA PL,Honolulu_PD_HI_7494614,"Honolulu PD, HI",11/03/2024 03:57:24 PM,THEFT/LARCENY,M,100,R,"100 BLOCK PAOA PL Honolulu, HI",NA,NA
1134808,241103-1491,450700 BLOCK KAM HWY,Honolulu_PD_HI_7495418,"Honolulu PD, HI",11/03/2024 09:29:29 PM,ASSAULT,M,100,R,"450700 BLOCK KAM HWY Honolulu, HI",NA,NA
1134827,241103-0691,2300 BLOCK OWENE LN,Honolulu_PD_HI_7494104,"Honolulu PD, HI",11/03/2024 11:25:43 AM,THEFT/LARCENY,M,100,R,"2300 BLOCK OWENE LN Honolulu, HI",NA,NA
1134828,241103-0996,890200 BLOCK MANO AVE,Honolulu_PD_HI_7494602,"Honolulu PD, HI",11/03/2024 03:52:45 PM,THEFT/LARCENY,M,100,L,"890200 BLOCK MANO AVE Honolulu, HI",NA,NA
1134829,241103-1050,400 BLOCK SEASIDE AVE,Honolulu_PD_HI_7494685,"Honolulu PD, HI",11/03/2024 04:26:38 PM,THEFT/LARCENY,M,100,L,"400 BLOCK SEASIDE AVE Honolulu, HI",21.2792647,-157.8280319
1134851,241103-0484,981200 BLOCK KAAHUMANU ST,Honolulu_PD_HI_7493795,"Honolulu PD, HI",11/03/2024 08:41:23 AM,THEFT/LARCENY,M,79,L,"981200 BLOCK KAAHUMANU ST Honolulu, HI",NA,NA
1134852,241103-0573,900 BLOCK RIVER ST,Honolulu_PD_HI_7493924,"Honolulu PD, HI",11/03/2024 09:39:54 AM,THEFT/LARCENY,M,100,R,"900 BLOCK RIVER ST Honolulu, HI",NA,NA
1134853,241103-1165,610600 BLOCK KAM HWY,Honolulu_PD_HI_7494885,"Honolulu PD, HI",11/03/2024 05:44:21 PM,VEHICLE BREAK-IN/THEFT,M,100,R,"610600 BLOCK KAM HWY Honolulu, HI",NA,NA
1134873,241103-0413,1500 BLOCK EMERSON ST,Honolulu_PD_HI_7493692,"Honolulu PD, HI",11/03/2024 07:35:53 AM,VANDALISM,M,79,L,"1500 BLOCK EMERSON ST Honolulu, HI",NA,NA
1134874,241103-0878,530500 BLOCK KAM HWY,Honolulu_PD_HI_7494413,"Honolulu PD, HI",11/03/2024 02:21:09 PM,THEFT/LARCENY,M,100,R,"530500 BLOCK KAM HWY Honolulu, HI",NA,NA
1134875,241103-1073,830600 BLOCK FARRINGTON HWY,Honolulu_PD_HI_7494728,"Honolulu PD, HI",11/03/2024 04:44:10 PM,THEFT/LARCENY,M,100,L,"830600 BLOCK FARRINGTON HWY Honolulu, HI",NA,NA
1134896,241103-0813,2000 BLOCK ALA WAI BLVD,Honolulu_PD_HI_7494298,"Honolulu PD, HI",11/03/2024 01:32:07 PM,THEFT/LARCENY,M,100,R,"2000 BLOCK ALA WAI BLVD Honolulu, HI",NA,NA
1134897,241103-1031,540000 BLOCK KAM HWY,Honolulu_PD_HI_7494657,"Honolulu PD, HI",11/03/2024 04:11:05 PM,VANDALISM,M,100,L,"540000 BLOCK KAM HWY Honolulu, HI",NA,NA
1134917,241103-0133,1400 BLOCK KEEAUMOKU ST,Honolulu_PD_HI_7493289,"Honolulu PD, HI",11/03/2024 01:56:05 AM,DUI,M,100,L,"1400 BLOCK KEEAUMOKU ST Honolulu, HI",NA,NA
1134918,241103-0199,PIIKOI ST / HOPAKA ST,Honolulu_PD_HI_7493387,"Honolulu PD, HI",11/03/2024 03:07:47 AM,DISTURBING THE PEACE,U,0,NA,"PIIKOI ST / HOPAKA ST Honolulu, HI",NA,NA
1134919,241103-0433,941300 BLOCK KULEWA LOOP,Honolulu_PD_HI_7493726,"Honolulu PD, HI",11/03/2024 07:58:51 AM,VEHICLE BREAK-IN/THEFT,M,100,L,"941300 BLOCK KULEWA LOOP Honolulu, HI",NA,NA
1134942,241103-0243,1200 BLOCK KONA ST,Honolulu_PD_HI_7493453,"Honolulu PD, HI",11/03/2024 04:06:40 AM,DISTURBING THE PEACE,M,100,L,"1200 BLOCK KONA ST Honolulu, HI",NA,NA
1134943,241103-0454,1500 BLOCK H3W FWY,Honolulu_PD_HI_7493755,"Honolulu PD, HI",11/03/2024 08:15:23 AM,DRUGS/ALCOHOL VIOLATIONS,U,0,NA,"1500 BLOCK H3W FWY Honolulu, HI",NA,NA
1134944,241103-0826,2300 BLOCK ROSE ST,Honolulu_PD_HI_7494323,"Honolulu PD, HI",11/03/2024 01:46:57 PM,VANDALISM,M,100,L,"2300 BLOCK ROSE ST Honolulu, HI",NA,NA
1134945,241103-1170,860000 BLOCK GLENMONGER ST,Honolulu_PD_HI_7494893,"Honolulu PD, HI",11/03/2024 05:47:40 PM,VEHICLE BREAK-IN/THEFT,M,100,R,"860000 BLOCK GLENMONGER ST Honolulu, HI",NA,NA
1134946,241103-1372,2300 BLOCK KALAKAUA AVE,Honolulu_PD_HI_7495193,"Honolulu PD, HI",11/03/2024 07:49:45 PM,ASSAULT,M,100,L,"2300 BLOCK KALAKAUA AVE Honolulu, HI",NA,NA
1134974,241103-1027,1000 BLOCK ALA MOANA BLVD,Honolulu_PD_HI_7494651,"Honolulu PD, HI",11/03/2024 04:09:22 PM,VEHICLE BREAK-IN/THEFT,M,87,R,"1000 BLOCK ALA MOANA BLVD Honolulu, HI",NA,NA
1134975,241103-1386,900 BLOCK KAHIKOLU PL,Honolulu_PD_HI_7495233,"Honolulu PD, HI",11/03/2024 08:02:16 PM,BURGLARY,M,95,L,"900 BLOCK KAHIKOLU PL Honolulu, HI",NA,NA
1134976,241103-1527,000 BLOCK N HOTEL ST,Honolulu_PD_HI_7495476,"Honolulu PD, HI",11/03/2024 10:01:39 PM,VEHICLE BREAK-IN/THEFT,M,100,L,"000 BLOCK N HOTEL ST Honolulu, HI",NA,NA
1134998,241103-0011,400 BLOCK KEONIANA ST,Honolulu_PD_HI_7493098,"Honolulu PD, HI",11/03/2024 12:04:57 AM,DUI,M,100,R,"400 BLOCK KEONIANA ST Honolulu, HI",21.2855592,-157.8317481
1134999,241103-0033,400 BLOCK N KING ST,Honolulu_PD_HI_7493134,"Honolulu PD, HI",11/03/2024 12:20:56 AM,ASSAULT,M,100,L,"400 BLOCK N KING ST Honolulu, HI",21.3299885,-157.8736304
1135000,241103-0041,2400 BLOCK LILIHA ST,Honolulu_PD_HI_7493149,"Honolulu PD, HI",11/03/2024 12:26:10 AM,VEHICLE BREAK-IN/THEFT,M,100,L,"2400 BLOCK LILIHA ST Honolulu, HI",NA,NA
1135001,241103-0097,1300 BLOCK S BERETANIA ST,Honolulu_PD_HI_7493234,"Honolulu PD, HI",11/03/2024 01:17:47 AM,MOTOR VEHICLE THEFT,M,100,L,"1300 BLOCK S BERETANIA ST Honolulu, HI",NA,NA
1135002,241103-1592,2300 BLOCK MAKANANI DR,Honolulu_PD_HI_7495574,"Honolulu PD, HI",11/03/2024 10:46:22 PM,ASSAULT,M,100,L,"2300 BLOCK MAKANANI DR Honolulu, HI",NA,NA
1135029,241103-0169,1300 BLOCK KAPIOLANI BLVD,Honolulu_PD_HI_7493339,"Honolulu PD, HI",11/03/2024 02:22:43 AM,DISTURBING THE PEACE,M,100,R,"1300 BLOCK KAPIOLANI BLVD Honolulu, HI",NA,NA
1135030,241103-0465,S BERETANIA ST / NUUANU AVE,Honolulu_PD_HI_7493771,"Honolulu PD, HI",11/03/2024 08:24:38 AM,SEX CRIMES,U,0,NA,"S BERETANIA ST / NUUANU AVE Honolulu, HI",21.3120734,-157.860384
1135031,241103-1151,840300 BLOCK FARRINGTON HWY,Honolulu_PD_HI_7494850,"Honolulu PD, HI",11/03/2024 05:34:31 PM,MOTOR VEHICLE THEFT,M,100,R,"840300 BLOCK FARRINGTON HWY Honolulu, HI",NA,NA
1135032,241103-1219,1400 BLOCK ALA MOANA BLVD,Honolulu_PD_HI_7494982,"Honolulu PD, HI",11/03/2024 06:20:20 PM,THEFT/LARCENY,M,87,L,"1400 BLOCK ALA MOANA BLVD Honolulu, HI",NA,NA
1135033,241103-1260,2100 BLOCK KALIA RD,Honolulu_PD_HI_7495041,"Honolulu PD, HI",11/03/2024 06:40:12 PM,DRUGS/ALCOHOL VIOLATIONS,M,100,R,"2100 BLOCK KALIA RD Honolulu, HI",NA,NA
1135038,241103-0262,DILLINGHAM BLVD / WAIAKAMILO RD,Honolulu_PD_HI_7493482,"Honolulu PD, HI",11/03/2024 04:36:11 AM,VEHICLE BREAK-IN/THEFT,U,0,NA,"DILLINGHAM BLVD / WAIAKAMILO RD Honolulu, HI",21.3236841,-157.875626
1135039,241103-0707,1500 BLOCK NUUANU AVE,Honolulu_PD_HI_7494137,"Honolulu PD, HI",11/03/2024 11:39:13 AM,MOTOR VEHICLE THEFT,M,96,R,"1500 BLOCK NUUANU AVE Honolulu, HI",NA,NA
1135040,241103-0899,470400 BLOCK HUI AEKO PL,Honolulu_PD_HI_7494454,"Honolulu PD, HI",11/03/2024 02:38:57 PM,VANDALISM,M,100,L,"470400 BLOCK HUI AEKO PL Honolulu, HI",NA,NA
1135041,241103-1358,450400 BLOCK KANEOHE BAY DR,Honolulu_PD_HI_7495173,"Honolulu PD, HI",11/03/2024 07:43:21 PM,THEFT/LARCENY,M,100,L,"450400 BLOCK KANEOHE BAY DR Honolulu, HI",NA,NA
1135067,241103-0360,590600 BLOCK KAM HWY,Honolulu_PD_HI_7493627,"Honolulu PD, HI",11/03/2024 06:40:58 AM,VEHICLE BREAK-IN/THEFT,M,100,L,"590600 BLOCK KAM HWY Honolulu, HI",NA,NA
1135068,241103-0417,1700 BLOCK KALAKAUA AVE,Honolulu_PD_HI_7493691,"Honolulu PD, HI",11/03/2024 07:35:15 AM,BURGLARY,M,100,L,"1700 BLOCK KALAKAUA AVE Honolulu, HI",NA,NA
1135069,241103-0435,1700 BLOCK MAKIKI ST,Honolulu_PD_HI_7493728,"Honolulu PD, HI",11/03/2024 07:59:59 AM,BURGLARY,M,100,L,"1700 BLOCK MAKIKI ST Honolulu, HI",NA,NA
1135070,241103-0894,1800 BLOCK KAM IV RD,Honolulu_PD_HI_7494445,"Honolulu PD, HI",11/03/2024 02:33:49 PM,THEFT/LARCENY,M,100,R,"1800 BLOCK KAM IV RD Honolulu, HI",NA,NA
1135071,241103-1179,540300 BLOCK KAM HWY,Honolulu_PD_HI_7494913,"Honolulu PD, HI",11/03/2024 05:56:12 PM,THEFT/LARCENY,M,100,L,"540300 BLOCK KAM HWY Honolulu, HI",NA,NA
1135092,241103-0555,670100 BLOCK KEALOHANUI ST,Honolulu_PD_HI_7493888,"Honolulu PD, HI",11/03/2024 09:30:05 AM,THEFT/LARCENY,M,100,L,"670100 BLOCK KEALOHANUI ST Honolulu, HI",NA,NA
1135093,241103-0784,2700 BLOCK KAPIOLANI BLVD,Honolulu_PD_HI_7494249,"Honolulu PD, HI",11/03/2024 01:07:38 PM,BURGLARY,M,100,R,"2700 BLOCK KAPIOLANI BLVD Honolulu, HI",NA,NA
1135094,241103-1121,940400 BLOCK KUPUOHI ST,Honolulu_PD_HI_7494810,"Honolulu PD, HI",11/03/2024 05:16:04 PM,BURGLARY,M,100,L,"940400 BLOCK KUPUOHI ST Honolulu, HI",NA,NA
1135095,241103-1409,1100 BLOCK ALAKEA ST,Honolulu_PD_HI_7495267,"Honolulu PD, HI",11/03/2024 08:19:49 PM,THEFT/LARCENY,M,100,L,"1100 BLOCK ALAKEA ST Honolulu, HI",NA,NA
1135106,241103-0093,S BERETANIA ST / KEEAUMOKU ST,Honolulu_PD_HI_7493226,"Honolulu PD, HI",11/03/2024 01:15:39 AM,MOTOR VEHICLE THEFT,U,0,NA,"S BERETANIA ST / KEEAUMOKU ST Honolulu, HI",21.3001926,-157.839157
1135107,241103-0365,891000 BLOCK UALAMAOLI PL,Honolulu_PD_HI_7493625,"Honolulu PD, HI",11/03/2024 06:41:16 AM,MOTOR VEHICLE THEFT,M,100,L,"891000 BLOCK UALAMAOLI PL Honolulu, HI",NA,NA
1135108,241103-0503,410200 BLOCK ILAUHOLE ST,Honolulu_PD_HI_7493825,"Honolulu PD, HI",11/03/2024 08:52:47 AM,DISTURBING THE PEACE,M,100,L,"410200 BLOCK ILAUHOLE ST Honolulu, HI",NA,NA
1135109,241103-0550,2500 BLOCK KALAKAUA AVE,Honolulu_PD_HI_7493894,"Honolulu PD, HI",11/03/2024 09:30:30 AM,THEFT/LARCENY,M,100,L,"2500 BLOCK KALAKAUA AVE Honolulu, HI",NA,NA
1135110,241103-1075,1900 BLOCK KALIHI ST,Honolulu_PD_HI_7494730,"Honolulu PD, HI",11/03/2024 04:45:34 PM,VEHICLE BREAK-IN/THEFT,M,100,L,"1900 BLOCK KALIHI ST Honolulu, HI",NA,NA
1135111,241103-1351,910500 BLOCK FARRINGTON HWY,Honolulu_PD_HI_7495165,"Honolulu PD, HI",11/03/2024 07:40:51 PM,THEFT/LARCENY,U,0,NA,"910500 BLOCK FARRINGTON HWY Honolulu, HI",NA,NA
1135353,241104-0379,890400 BLOCK KEAULANA AVE,Honolulu_PD_HI_7496291,"Honolulu PD, HI",11/04/2024 07:32:06 AM,THEFT/LARCENY,M,100,R,"890400 BLOCK KEAULANA AVE Honolulu, HI",NA,NA
1135354,241104-0475,1200 BLOCK ALA KAPUNA,Honolulu_PD_HI_7496423,"Honolulu PD, HI",11/04/2024 08:08:39 AM,MOTOR VEHICLE THEFT,M,100,L,"1200 BLOCK ALA KAPUNA Honolulu, HI",NA,NA
1135355,241104-0973,1600 BLOCK PALAMA ST,Honolulu_PD_HI_7497276,"Honolulu PD, HI",11/04/2024 12:53:07 PM,VANDALISM,M,100,L,"1600 BLOCK PALAMA ST Honolulu, HI",NA,NA
1135356,241104-1003,4200 BLOCK RADFORD DR,Honolulu_PD_HI_7497327,"Honolulu PD, HI",11/04/2024 01:13:08 PM,THEFT/LARCENY,M,100,L,"4200 BLOCK RADFORD DR Honolulu, HI",NA,NA
1135357,241104-1123,300 BLOCK WILIKINA DR,Honolulu_PD_HI_7497493,"Honolulu PD, HI",11/04/2024 02:14:01 PM,THEFT/LARCENY,M,100,R,"300 BLOCK WILIKINA DR Honolulu, HI",21.4944114,-158.0501292
1135376,241104-0515,1800 BLOCK POKI ST,Honolulu_PD_HI_7496480,"Honolulu PD, HI",11/04/2024 08:26:38 AM,VANDALISM,M,100,R,"1800 BLOCK POKI ST Honolulu, HI",NA,NA
1135377,241104-0606,2300 BLOCK MAILE WAY,Honolulu_PD_HI_7496637,"Honolulu PD, HI",11/04/2024 09:19:36 AM,THEFT/LARCENY,M,100,L,"2300 BLOCK MAILE WAY Honolulu, HI",NA,NA
1135378,241104-0759,500 BLOCK QUEEN ST,Honolulu_PD_HI_7496912,"Honolulu PD, HI",11/04/2024 10:43:48 AM,THEFT/LARCENY,M,100,L,"500 BLOCK QUEEN ST Honolulu, HI",21.2946454,-157.8519198
1135379,241104-1161,1200 BLOCK ALA MOANA BLVD,Honolulu_PD_HI_7497573,"Honolulu PD, HI",11/04/2024 02:33:21 PM,THEFT/LARCENY,M,87,R,"1200 BLOCK ALA MOANA BLVD Honolulu, HI",NA,NA
1135380,241104-1593,951200 BLOCK MEHEULA PKWY,Honolulu_PD_HI_7498352,"Honolulu PD, HI",11/04/2024 06:52:54 PM,THEFT/LARCENY,M,100,R,"951200 BLOCK MEHEULA PKWY Honolulu, HI",NA,NA
1135399,241104-0764,700 BLOCK KEEAUMOKU ST,Honolulu_PD_HI_7496921,"Honolulu PD, HI",11/04/2024 10:49:25 AM,DISTURBING THE PEACE,M,100,L,"700 BLOCK KEEAUMOKU ST Honolulu, HI",NA,NA
1135400,241104-1169,980200 BLOCK KAONOHI ST,Honolulu_PD_HI_7497582,"Honolulu PD, HI",11/04/2024 02:37:03 PM,THEFT/LARCENY,T,100,R,"980200 BLOCK KAONOHI ST Honolulu, HI",NA,NA
1135402,241104-1567,3700 BLOCK WAIALAE AVE,Honolulu_PD_HI_7498318,"Honolulu PD, HI",11/04/2024 06:36:31 PM,VEHICLE BREAK-IN/THEFT,M,100,R,"3700 BLOCK WAIALAE AVE Honolulu, HI",NA,NA
1135422,241104-0282,800 BLOCK 8TH AVE,Honolulu_PD_HI_7496154,"Honolulu PD, HI",11/04/2024 06:37:11 AM,VEHICLE BREAK-IN/THEFT,M,100,L,"800 BLOCK 8TH AVE Honolulu, HI",NA,NA
1135423,241104-0376,200 BLOCK N KING ST,Honolulu_PD_HI_7496288,"Honolulu PD, HI",11/04/2024 07:30:22 AM,THEFT/LARCENY,M,100,L,"200 BLOCK N KING ST Honolulu, HI",NA,NA
1135424,241104-0440,400 BLOCK ROYAL HAWAIIAN AVE,Honolulu_PD_HI_7496379,"Honolulu PD, HI",11/04/2024 07:59:14 AM,THEFT/LARCENY,M,100,L,"400 BLOCK ROYAL HAWAIIAN AVE Honolulu, HI",21.2804978,-157.8280951
1135425,241104-0491,1100 BLOCK CATALINA DR,Honolulu_PD_HI_7496445,"Honolulu PD, HI",11/04/2024 08:16:16 AM,SEX CRIMES,M,100,L,"1100 BLOCK CATALINA DR Honolulu, HI",NA,NA
1135426,241104-0904,860200 BLOCK FARRINGTON HWY,Honolulu_PD_HI_7497149,"Honolulu PD, HI",11/04/2024 12:07:21 PM,ASSAULT,M,100,L,"860200 BLOCK FARRINGTON HWY Honolulu, HI",NA,NA
1135427,241104-0977,900 BLOCK FORT ST MALL,Honolulu_PD_HI_7497281,"Honolulu PD, HI",11/04/2024 12:54:34 PM,FRAUD,M,100,L,"900 BLOCK FORT ST MALL Honolulu, HI",NA,NA
1135428,241104-1428,1400 BLOCK KEEAUMOKU ST,Honolulu_PD_HI_7498092,"Honolulu PD, HI",11/04/2024 05:14:28 PM,THEFT/LARCENY,M,100,L,"1400 BLOCK KEEAUMOKU ST Honolulu, HI",NA,NA
1135445,241104-0544,900 BLOCK LUEHU ST,Honolulu_PD_HI_7496526,"Honolulu PD, HI",11/04/2024 08:45:09 AM,ASSAULT,M,100,R,"900 BLOCK LUEHU ST Honolulu, HI",NA,NA
1135446,241104-0833,2800 BLOCK OAHU AVE,Honolulu_PD_HI_7497026,"Honolulu PD, HI",11/04/2024 11:27:49 AM,THEFT/LARCENY,M,100,R,"2800 BLOCK OAHU AVE Honolulu, HI",NA,NA
1135447,241104-1230,1400 BLOCK PUKELE AVE,Honolulu_PD_HI_7497696,"Honolulu PD, HI",11/04/2024 03:10:58 PM,MOTOR VEHICLE THEFT,M,100,R,"1400 BLOCK PUKELE AVE Honolulu, HI",NA,NA
1135448,241104-1604,100 BLOCK ULUNIU AVE,Honolulu_PD_HI_7498364,"Honolulu PD, HI",11/04/2024 06:57:56 PM,VANDALISM,M,100,R,"100 BLOCK ULUNIU AVE Honolulu, HI",NA,NA
1135449,241104-1714,1000 BLOCK ALA MOANA BLVD,Honolulu_PD_HI_7498547,"Honolulu PD, HI",11/04/2024 08:21:24 PM,THEFT/LARCENY,M,87,R,"1000 BLOCK ALA MOANA BLVD Honolulu, HI",NA,NA
1135468,241104-0158,400 BLOCK KEONIANA ST,Honolulu_PD_HI_7495964,"Honolulu PD, HI",11/04/2024 03:56:58 AM,THEFT/LARCENY,M,100,R,"400 BLOCK KEONIANA ST Honolulu, HI",21.2855592,-157.8317481
1135469,241104-0690,870100 BLOCK KAHAU ST,Honolulu_PD_HI_7496800,"Honolulu PD, HI",11/04/2024 10:06:27 AM,VEHICLE BREAK-IN/THEFT,M,100,R,"870100 BLOCK KAHAU ST Honolulu, HI",NA,NA
1135491,241104-0146,LEWERS ST / LAUULA ST,Honolulu_PD_HI_7495947,"Honolulu PD, HI",11/04/2024 03:38:04 AM,DISTURBING THE PEACE,U,0,NA,"LEWERS ST / LAUULA ST Honolulu, HI",NA,NA
1135492,241104-0744,200 BLOCK KAIULANI AVE,Honolulu_PD_HI_7496884,"Honolulu PD, HI",11/04/2024 10:36:19 AM,VANDALISM,M,100,L,"200 BLOCK KAIULANI AVE Honolulu, HI",NA,NA
1135493,241104-0763,1000 BLOCK MAPUNAPUNA ST,Honolulu_PD_HI_7496920,"Honolulu PD, HI",11/04/2024 10:48:49 AM,VANDALISM,M,100,L,"1000 BLOCK MAPUNAPUNA ST Honolulu, HI",NA,NA
1135514,241104-0112,920500 BLOCK MAKAKILO DR,Honolulu_PD_HI_7495893,"Honolulu PD, HI",11/04/2024 02:44:05 AM,ASSAULT,M,100,R,"920500 BLOCK MAKAKILO DR Honolulu, HI",NA,NA
1135515,241104-0385,SALT LAKE BLVD / KAHUAPAANI ST,Honolulu_PD_HI_7496302,"Honolulu PD, HI",11/04/2024 07:37:34 AM,VANDALISM,U,0,NA,"SALT LAKE BLVD / KAHUAPAANI ST Honolulu, HI",21.3663973,-157.9296721
1135516,241104-0459,2100 BLOCK AHE ST,Honolulu_PD_HI_7496406,"Honolulu PD, HI",11/04/2024 08:05:56 AM,BURGLARY,M,100,L,"2100 BLOCK AHE ST Honolulu, HI",NA,NA
1135517,241104-0691,590100 BLOCK KAM HWY,Honolulu_PD_HI_7496806,"Honolulu PD, HI",11/04/2024 10:06:46 AM,THEFT/LARCENY,M,100,R,"590100 BLOCK KAM HWY Honolulu, HI",NA,NA
1135578,241104-0499,1500 BLOCK LEILANI ST,Honolulu_PD_HI_7496453,"Honolulu PD, HI",11/04/2024 08:21:15 AM,THEFT/LARCENY,M,100,R,"1500 BLOCK LEILANI ST Honolulu, HI",NA,NA
1135579,241104-1351,2300 BLOCK S KING ST,Honolulu_PD_HI_7497932,"Honolulu PD, HI",11/04/2024 04:29:21 PM,MOTOR VEHICLE THEFT,M,100,L,"2300 BLOCK S KING ST Honolulu, HI",NA,NA
1135582,241104-0285,SHERIDAN ST / MAKALOA ST,Honolulu_PD_HI_7496163,"Honolulu PD, HI",11/04/2024 06:40:24 AM,MOTOR VEHICLE THEFT,U,0,NA,"SHERIDAN ST / MAKALOA ST Honolulu, HI",NA,NA
1135583,241104-0410,911900 BLOCK LUAHOANA ST,Honolulu_PD_HI_7496338,"Honolulu PD, HI",11/04/2024 07:49:50 AM,THEFT/LARCENY,M,100,L,"911900 BLOCK LUAHOANA ST Honolulu, HI",NA,NA
